id,name,interaction,smile,target,enzyme,carrier,transporter
DB12693,,,"6-(2-{4-[bis(4-fluorophenyl)methylidene]piperidin-1-yl}ethyl)-7-methyl-5H-[1,3]thiazolo[3,2-a]pyrimidin-5-one",|||,,,
DB12694,,,"N-benzyl-2-[(7S)-7-[(1H-indol-3-yl)methyl]-8-oxo-3-phenyl-2,4,5,9-tetraazatricyclo[8.4.0.0^{2,6}]tetradeca-1(14),3,5,10,12-pentaen-9-yl]-N-(propan-2-yl)acetamide",,,,
DB12695,,,(2-isothiocyanatoethyl)benzene,||||||||||||||||||||||||||||||||||||||||||||,,,
DB12696,,,"4-{[5-(cyclopropylcarbamoyl)-2-methylphenyl]amino}-5-methyl-N-propylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",,,,
DB12697,,,(2R)-2-amino-3-(methylselanyl)propanoic acid,,,,
DB12698,,,,||,,,
DB12699,,,,,,,
DB12701,,,,,,,
DB12702,,,"N-[(1R,3R,5S)-8-[(2R)-2-hydroxy-3-(N-methylmethanesulfonamido)propyl]-8-azabicyclo[3.2.1]octan-3-yl]-2-oxo-1-(propan-2-yl)-1,2-dihydroquinoline-3-carboxamide",,,,
DB12703,,,"2,4-difluoro-N-{2-methoxy-5-[4-(pyridazin-4-yl)quinolin-6-yl]pyridin-3-yl}benzene-1-sulfonamide",,,,
DB12704,,,"2-(3,4-dichlorophenyl)-N-methyl-N-[(5R,7S,8S)-7-(pyrrolidin-1-yl)-1-oxaspiro[4.5]decan-8-yl]acetamide",,,,
DB12706,,,"3-{8-chloro-3-[(1R)-2,2,2-trifluoro-1-({pyrido[3,2-d]pyrimidin-4-yl}amino)ethyl]quinolin-2-yl}pyridin-1-ium-1-olate",,,,
DB12707,,,N-hydroxy-4-[(2S)-3-methyl-2-phenylbutanamido]benzamide,,,,
DB12708,,,"(5Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(1E,3R)-3-hydroxy-4-phenoxybut-1-en-1-yl]-5-oxocyclopentyl]-N-methanesulfonylhept-5-enamide",,,,
DB12709,,,"1,3-bis(butanoyloxy)propan-2-yl butanoate",,,,
DB12710,,,10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine,,,,
DB12712,,,"N-(2,6-dimethylphenyl)-2-(hexahydro-1H-pyrrolizin-7a-yl)acetamide",,,,
DB12713,,,"(2S,3R,4R,5S,6R)-2-{4-chloro-3-[(4-ethoxyphenyl)methyl]phenyl}-6-(methylsulfanyl)oxane-3,4,5-triol",|,||||,,||||
DB12714,,,N-(3-fluoropyridin-4-yl)-3-methyl-N-propyl-1H-indol-1-amine,|,,,
DB12715,,,N-[(4-{[(pyrimidin-2-yl)amino]methyl}phenyl)methyl]pyrimidin-2-amine,,,,
DB12717,,,"N-[(2R)-2-[4'-(2-methanesulfonamidoethyl)-[1,1'-biphenyl]-4-yl]propyl]propane-2-sulfonamide",,,,
DB12718,,,,,,,
DB12719,,,"propan-2-yl 3-(3,4-difluorobenzoyl)-1,1-dimethyl-1H,2H,3H,6H-azepino[4,5-b]indole-5-carboxylate",,,,
DB12720,,,"(5R)-N-[(2S,3S)-2-(fluoromethyl)-2-hydroxy-5-oxooxolan-3-yl]-3-(isoquinolin-1-yl)-5-(propan-2-yl)-4,5-dihydro-1,2-oxazole-5-carboxamide",,,,
DB12721,,,"{2-[6-chloro-3-({3H-spiro[2-benzofuran-1,4'-piperidine]-1'-yl}carbonyl)-1H-indol-1-yl]ethyl}dimethylamine",,,,
DB12725,,,"methyl 4-{[4-({[2-(propan-2-yl)-1H-1,3-benzodiazol-7-yl]formamido}methyl)piperidin-1-yl]methyl}piperidine-1-carboxylate",,,,
DB12726,,,,,,,
DB12727,,,"(2R,4R)-2-[bis(2-chloroethyl)amino]-4-hydroperoxy-1,3,2lambda5-oxazaphosphinan-2-one",,,,
DB12729,,,"N2-{2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl}-N4-[2-(propane-2-sulfonyl)phenyl]-1,3,5-triazine-2,4-diamine",,,,
DB12730,,,"(2S)-2-[(2S)-2-(dimethylamino)-3-methylbutanamido]-N-[(3R,4S,5S)-3-methoxy-1-[(2S)-2-[(1R,2R)-1-methoxy-2-methyl-2-{[(1S)-2-phenyl-1-(1,3-thiazol-2-yl)ethyl]carbamoyl}ethyl]pyrrolidin-1-yl]-5-methyl-1-oxoheptan-4-yl]-N,3-dimethylbutanamide",,,,
DB12731,,,(2E)-N-[4-(1-benzoylpiperidin-4-yl)butyl]-3-(pyridin-3-yl)prop-2-enamide,,,,
DB12732,,,"(2S)-2-[(2,6-difluorophenyl)formamido]-3-[4'-(ethoxymethyl)-2',6'-dimethoxy-[1,1'-biphenyl]-4-yl]propanoic acid",,,,
DB12733,,,"2-(4-{6-fluoroimidazo[1,2-a]pyridin-2-yl}but-1-yn-1-yl)pyridine",,,,
DB12734,,,,,,,
DB12736,,,N-(2-hydroxyethyl)-2-(2-nitro-1H-imidazol-1-yl)acetamide,,,,
DB12740,,,"1-ethyl-7-[2-methyl-6-(4H-1,2,4-triazol-3-yl)pyridin-3-yl]-1H,2H,3H,4H-[1,4]diazino[2,3-b]pyrazin-2-one",,,,
DB12741,,,N-[2-(2-methyl-5-nitro-1H-imidazol-1-yl)ethyl]aminosulfonamide,,,,
DB12742,,,"N-[(2H-1,3-benzodioxol-5-yl)methyl]-4-{8-oxa-3,5-diazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),3,5,10,12-hexaen-6-yl}piperazine-1-carbothioamide",|||||,,,
DB12743,,,"1-[4-(diphenylmethyl)piperazin-1-yl]-3,3-diphenylpropan-1-one",,,,
DB12744,,,3-{1-[(2-aminopyridin-4-yl)methyl]-1H-indol-4-yl}-1-(5-bromo-2-methoxyphenyl)urea,,,,
DB12745,,,"4-[2-(4-amino-1,2,5-oxadiazol-3-yl)-1-ethyl-7-{[(3S)-piperidin-3-yl]methoxy}-1H-imidazo[4,5-c]pyridin-4-yl]-2-methylbut-3-yn-2-ol",,,,
DB12746,,,"N2-(1H-indol-5-yl)-6-(pyridin-4-yl)pyrazine-2,3-diamine",,,,
DB12747,,,,,,,
DB12749,,,"3-butyl-1,3-dihydro-2-benzofuran-1-one",,,,
DB12750,,,methyl (2S)-2-amino-5-(N'-nitrocarbamimidamido)pentanoate,,,,
DB12751,,,2-hydroxybutanedioic acid,,,,
DB12752,,,2-(2-hydroxy-3-{[1-(1H-indol-3-yl)-2-methylpropan-2-yl]amino}propoxy)benzonitrile,|,,,
DB12753,,,"5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]-4-imino-1,4-dihydropyrimidin-2-ol",,,,
DB12754,,,iodide,|,,,
DB12755,,,"2-[(2S,4S)-4-{[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy}-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-2-yl]-2-oxoethyl 4-{[(5R)-5-{[(1S)-1-{[(2S)-5-carbamimidamido-1-[(2S)-2-[(carbamoylmethyl)carbamoyl]pyrrolidin-1-yl]-1-oxopentan-2-yl]carbamoyl}-3-methylbutyl]carbamoyl}-5-[(2S)-2-[(2S)-3-hydroxy-2-[(2S)-2-[(2S)-3-(1H-imidazol-5-yl)-2-{[(2S)-5-oxopyrrolidin-2-yl]formamido}propanamido]-3-(1H-indol-3-yl)propanamido]propanamido]-3-(4-hydroxyphenyl)propanamido]pentyl]carbamoyl}butanoate",,,,
DB12756,,,"5-[3-(ethanesulfonyl)phenyl]-3,8-dimethyl-N-(1-methylpiperidin-4-yl)-9H-pyrido[2,3-b]indole-7-carboxamide",|,,,
DB12758,,,1-[(2R)-4-{5-[(4-fluorophenyl)methyl]thiophen-2-yl}but-3-yn-2-yl]-1-hydroxyurea,,,,
DB12764,,,3-(4-chlorophenyl)-N-[(pyridin-4-yl)methyl]adamantane-1-carboxamide,,,,
DB12765,,,isocyanatomethane,,,,
DB12766,,,"3-(4-chlorophenyl)-6-methyl-1H,3H-furo[3,4-c]pyridin-7-ol",,,,
DB12768,,,,,,,
DB12769,,,"(2S)-2-[(4-{2-[(6R)-2-amino-4-oxo-1H,4H,5H,6H,7H,8H-pyrido[2,3-d]pyrimidin-6-yl]ethyl}phenyl)formamido]pentanedioic acid",,,,
DB12770,,,2-[(furan-2-yl)methanesulfinyl]-N-[(2Z)-4-({4-[(piperidin-1-yl)methyl]pyridin-2-yl}oxy)but-2-en-1-yl]acetamide,,,,
DB12771,,,"4-(2-hydroxyethyl)benzene-1,2-diol",,,,
DB12773,,,,,,,
DB12774,,,"(5-{2,4-bis[(3S)-3-methylmorpholin-4-yl]pyrido[2,3-d]pyrimidin-7-yl}-2-methoxyphenyl)methanol",,,,
DB12775,,,,,,,
DB12776,,,"methyl 4-({3-[6,7-dimethoxy-2-(methylamino)quinazolin-4-yl]phenyl}carbamoyl)benzoate",,,,
DB12778,,,"(2S)-2-{[(2R,3R,4S,5S,6R)-3-(benzoyloxy)-2-{[(1R,2R,3S,5R)-3-(2,6-dioxo-1,2,3,6-tetrahydropyrimidine-4-amido)-2-{[(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-5-({2-[2-(2-{[(3,6,8-trisulfonaphthalen-1-yl)carbamoyl]methoxy}ethoxy)acetamido]ethyl}carbamoyl)cyclohexyl]oxy}-5-hydroxy-6-(hydroxymethyl)oxan-4-yl]oxy}-3-cyclohexylpropanoic acid",||,,,
DB12779,,,"1-[(4-hydroxyphenyl)methyl]-1,2,3,4-tetrahydroisoquinoline-6,7-diol",,,,
DB12780,,,"1-(2,2-dichloroacetyl)-1,2,3,4-tetrahydroquinolin-6-yl furan-2-carboxylate",,,,
DB12781,,,"5-({4-[(3-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)methoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione",,|,,
DB12783,,,"2-amino-3-hydroxy-N'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide",,,,
DB12784,,,"N2-[(1S)-1-(4-fluorophenyl)ethyl]-4-(1-methyl-1H-pyrazol-4-yl)-N6-(pyrazin-2-yl)pyridine-2,6-diamine",,,,
DB12787,,,"(1S,2R,10R,11S,14S,15S)-14-ethyl-14-hydroxy-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",,,,
DB12789,,,"(5Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]cyclopentyl]hept-5-enoic acid",|||||||,,,
DB12791,,,"(2R,3R,4S)-4-carbamimidamido-2-[(1R,2R)-2,3-dihydroxy-1-methoxypropyl]-3-acetamido-3,4-dihydro-2H-pyran-6-carboxylic acid",,,,
DB12797,,,,,,,
DB12798,,,(1S)-3-(4-{[(4-amino-5-chloro-2-methoxyphenyl)formamido]methyl}piperidin-1-yl)-1-(4-fluorophenyl)propyl carbamate,,,,
DB12799,,,"methyl 2-[1-(2-{4-[(quinolin-2-yl)methoxy]phenyl}ethyl)piperidin-4-ylidene]-4,7-diazatricyclo[8.4.0.0^{3,7}]tetradeca-1(14),3,5,10,12-pentaene-6-carboxylate",,,,
DB12802,,,"(10R,11S,15R,16R)-16-hydroxy-10-(3,4,5-trimethoxyphenyl)-4,6,13-trioxatetracyclo[7.7.0.0^{3,7}.0^{11,15}]hexadeca-1,3(7),8-trien-12-one",,,,
DB12803,,,"1-(3,4-dichlorophenyl)-2-[(propan-2-yl)amino]ethan-1-ol",|,,,
DB12805,,,5-chloro-2-(5-chlorothiophene-2-sulfonamido)-N-[4-(morpholine-4-sulfonyl)phenyl]benzamide,,,,
DB12806,,,"2-{[(2R)-1-(4-{4-[3-(azepan-1-yl)propoxy]phenyl}butyl)pyrrolidin-2-yl]methyl}-4-[(4-chlorophenyl)methyl]-1,2-dihydrophthalazin-1-one",|,,,
DB12807,,,,,,,
DB12808,,,"3'-[3-tert-butyl-4-(pyrrolidin-1-yl)phenyl]-4'-(2-hydroxyethoxy)-[1,1'-biphenyl]-4-carboxylic acid",||,|||,,
DB12812,,,8-(1-hydroxyethyl)-2-methoxy-3-[(4-methoxyphenyl)methoxy]-6H-benzo[c]chromen-6-one,,,,
DB12814,,,,,,,
DB12815,,,,,,,
DB12819,,,5-chloro-N-[(2S)-3-ethyl-1-hydroxypentan-2-yl]thiophene-2-sulfonamide,||||,,,
DB12820,,,,,,,
DB12821,,,decafluorobutane,,,,
DB12823,,,"1,1,1,3,3,3-hexafluoro-2-methylpropan-2-yl 4-[(4-hydroxy-2-oxo-2H-chromen-3-yl)methyl]benzoate",,,,
DB12825,,,"(1S,2R,3S,4S,6R,7R,8R)-4-ethenyl-3-hydroxy-2,4,7,14-tetramethyl-9-oxotricyclo[5.4.3.0^{1,8}]tetradecan-6-yl 2-{[(1R,2R,4R)-4-amino-2-hydroxycyclohexyl]sulfanyl}acetate",,,,
DB12826,,,,,,,
DB12829,,,N-{4-[(E)-[(carbamothioylamino)imino]methyl]phenyl}acetamide,,,,
DB12830,,,"(1r,4r)-6'-fluoro-N,N-dimethyl-4-phenyl-4',9'-dihydro-3'H-spiro[cyclohexane-1,1'-pyrano[3,4-b]indole]-4-amine",,,,
DB12831,,,ethyl 4-[(6-carbamimidamidohexanoyl)oxy]benzoate,||,||,,
DB12832,,,"2-[(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-2,15-dimethyl-5-oxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-3,6-dien-14-yl]-2-oxoethyl 4-{4-[bis(2-chloroethyl)amino]phenyl}butanoate",,,,
DB12833,,,"(1R,2S,6R,7S)-4-{4-[4-(pyrimidin-2-yl)piperazin-1-yl]butyl}-4-azatricyclo[5.2.1.0²,⁶]decane-3,5-dione",,,,
DB12834,,,1-(2-methyl-5-nitro-1H-imidazol-1-yl)propan-2-ol,,||,,
DB12836,,,"3-[2-(4-{2-ethyl-4,6-dimethyl-1H-imidazo[4,5-c]pyridin-1-yl}phenyl)ethyl]-1-(4-methylbenzenesulfonyl)urea",,,,
DB12837,,,"2-(3,4-difluorophenoxy)-5-fluoro-N-[(1s,4s)-4-(2-hydroxy-5-methylbenzamido)cyclohexyl]pyridine-3-carboxamide",,,,
DB12839,,,,,,,
DB12842,,,,,,,
DB12843,,,"(1S,2S,5S,7R,10R,11S,13S,14R,15R)-11-hydroxy-5-{[(2R,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy}-2,15-dimethyl-14-(5-oxo-2,5-dihydrofuran-3-yl)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-13-yl acetate",||||||||||||||||,,,
DB12844,,,,,,,
DB12845,,,,,,,
DB12846,,,"7-(3-{[2-(3,5-dihydroxyphenyl)-2-hydroxyethyl]amino}propyl)-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",,,,
DB12847,,,N-hydroxy-N'-(pyridin-3-yl)octanediamide,|,,,
DB12848,,,"2-(4-{1-[(quinolin-6-yl)methyl]-1H-[1,2,3]triazolo[4,5-b]pyrazin-6-yl}-1H-pyrazol-1-yl)ethan-1-ol",,,,
DB12849,,,,,,,
DB12850,,,"2-{3-[3-({5-ethyl-4'-fluoro-2-hydroxy-[1,1'-biphenyl]-4-yl}oxy)propoxy]-2-propylphenoxy}benzoic acid",,,,
DB12853,,,"4-amino-5-chloro-2-methoxy-N-({1-[3-(1H-1,2,3-triazol-1-yl)propyl]piperidin-4-yl}methyl)benzamide",,,,
DB12854,,,"methyl N-{5-[2-(5-chloro-2-methylphenyl)-1-hydroxy-3-oxo-2,3-dihydro-1H-isoindol-1-yl]-1H-1,3-benzodiazol-2-yl}carbamate",,,,
DB12855,,,"4-amino-1-[(2R,4R)-2-(hydroxymethyl)-1,3-oxathiolan-4-yl]-1,2-dihydropyrimidin-2-one",|,,,
DB12857,,,"2-{5-[(2R)-4-(6-benzyl-4,5-dimethylpyridazin-3-yl)-2-methylpiperazin-1-yl]pyrazin-2-yl}propan-2-ol",,,,
DB12858,,,6-[4-(2-{[(2S)-3-(9H-carbazol-4-yloxy)-2-hydroxypropyl]amino}-2-methylpropyl)phenoxy]pyridine-3-carboxamide,,,,
DB12859,,,tantalum,,,,
DB12863,,,"2-[(2-{4-[(2,2-dimethylpropanoyl)oxy]benzenesulfonamido}phenyl)formamido]acetic acid",|,,,
DB12864,,,"(2-{4-[(4,6-diamino-1,3,5-triazin-2-yl)amino]phenyl}-1,3,2-dithiarsolan-4-yl)methanol",,,,
DB12865,,,(2R)-2-amino-3-{[(2S)-2-{[(1R)-1-{[(1R)-4-carbamimidamido-1-{[(1R)-4-carbamimidamido-1-{[(1R)-4-carbamimidamido-1-{[(1R)-1-{[(1R)-4-carbamimidamido-1-carbamoylbutyl]carbamoyl}ethyl]carbamoyl}butyl]carbamoyl}butyl]carbamoyl}butyl]carbamoyl}ethyl]carbamoyl}-2-acetamidoethyl]disulfanyl}propanoic acid,,,,
DB12866,,,"2-[(1r,4r)-4-[4-(5-{[6-(trifluoromethyl)pyridin-3-yl]amino}pyridin-2-yl)phenyl]cyclohexyl]acetic acid",,,,
DB12867,,,"1-(4-fluorophenyl)-4-[4-(2-hydroxy-1H-1,3-benzodiazol-1-yl)piperidin-1-yl]butan-1-one",,,,
DB12869,,,1-(4-chlorophenyl)-2-{4-[(4-fluorophenyl)methyl]piperidin-1-yl}ethan-1-ol,|,,,
DB12870,,,2-amino-4-[butyl(imino)oxo-lambda6-sulfanyl]butanoic acid,,,,
DB12872,,,,|,,,
DB12873,,,"(1R,2S)-1-[(2R)-oxiran-2-yl]-2-[(2S)-oxiran-2-yl]ethane-1,2-diol",,,,
DB12874,,,"3-(5-tert-butyl-1,2-oxazol-3-yl)-1-(4-{10-[2-(morpholin-4-yl)ethoxy]-7-thia-2,5-diazatricyclo[6.4.0.0²,⁶]dodeca-1(8),3,5,9,11-pentaen-4-yl}phenyl)urea",,|||,,|
DB12875,,,"2-(2-{2-[(E)-2-[4-(trifluoromethyl)phenyl]ethenyl]-1H-1,3-benzodiazol-6-yl}phenyl)propan-2-ol",,,,
DB12877,,,"1-{3-[4-(diphenylmethyl)piperazin-1-yl]propyl}-2,3-dihydro-1H-1,3-benzodiazol-2-one",,,,
DB12879,,,"methyl({2-oxatricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,9,11,13-heptaen-9-yl}methyl)(prop-2-yn-1-yl)amine",,,,
DB12881,,,(1H-indol-3-yl)methanol,,,,
DB12883,,,"1-(2,3-dihydro-1,4-benzodioxin-5-yl)piperazine",||,,,
DB12884,,,"{1-methyl-5-[(3-{3-[(piperidin-1-yl)methyl]phenoxy}propyl)amino]-1H-1,2,4-triazol-3-yl}methanol",,,,
DB12885,,,"(2S,3S,4R,5R)-5-(2-chloro-6-{[(3-iodophenyl)methyl]amino}-9H-purin-9-yl)-3,4-dihydroxy-N-methyloxolane-2-carboxamide",,,,
DB12886,,,"N-{[3,5-difluoro-3'-(1H-1,2,4-triazol-3-yl)-[1,1'-biphenyl]-4-yl]methyl}-2,3-dihydro-1H-inden-2-amine",,,,
DB12887,,,"N-[(4,6-dimethyl-2-oxo-1,2-dihydropyridin-3-yl)methyl]-5-[ethyl(oxan-4-yl)amino]-4-methyl-4'-[(morpholin-4-yl)methyl]-[1,1'-biphenyl]-3-carboxamide",|,|,,|||
DB12889,,,"(1r,4r)-4-(2-methylpropane-2-sulfonamido)-N-[5-(trifluoromethyl)pyridin-2-yl]cyclohexane-1-carboxamide",,,,
DB12890,,,"(1R,10S)-9-azatetracyclo[8.8.0.0^{2,7}.0^{13,18}]octadeca-2,4,6,13,15,17-hexaene-15,16-diol",,,,
DB12891,,,,,,,
DB12893,,,,||,,,
DB12900,,,"6-(4-{3-[(2R)-2-methylpyrrolidin-1-yl]propoxy}phenyl)-2,3-dihydropyridazin-3-one",,,,
DB12901,,,"4-amino-1-[(2R,3S,4R,5R)-3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-iodo-1,2-dihydropyrimidin-2-one",,,,
DB12902,,,"2-[bis(2-chloroethyl)amino]-3-(2-chloroethyl)-1,3,2lambda5-oxazaphosphinan-2-one",,,,
DB12903,,,"4-(1H-indole-2-carbonyl)-1-(2-methyl-1H-1,3-benzodiazol-6-yl)-1H-pyrazol-5-amine",||,,,
DB12904,,,"1-[4,6-bis(morpholin-4-yl)-1,3,5-triazin-2-yl]-2-(difluoromethyl)-1H-1,3-benzodiazole",,,,
DB12907,,,"(2S,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal",,,,
DB12909,,,,,,,
DB12910,,,"1-{1-[1-(4-methoxy-2-methylphenyl)-6-methyl-1H,2H,3H-pyrrolo[2,3-b]pyridin-4-yl]-1H-pyrazol-3-yl}imidazolidin-2-one",,,,
DB12912,,,"2-amino-6-methyl-5-(pyridin-4-ylsulfanyl)-3,4-dihydroquinazolin-4-one",,,,
DB12914,,,"2-(3,5-dichloro-4-{[6-oxo-5-(propan-2-yl)-1,6-dihydropyridazin-3-yl]oxy}phenyl)-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine-6-carbonitrile",,||,,||||
DB12916,,,"(2R,3S,4R,5S)-1,6-dibromohexane-2,3,4,5-tetrol",,,,
DB12917,,,,|,,,
DB12919,,,"3-(4-chlorobenzoyl)-4,5,6,7-tetrahydro-1-benzothiophen-2-amine",,,,
DB12920,,,"(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-{[(propan-2-yl)[(1r,3s)-3-[2-(6-tert-butyl-1H-1,3-benzodiazol-2-yl)ethyl]cyclobutyl]amino]methyl}oxolane-3,4-diol",,,,
DB12921,,,4-amino-N-(5-chloroquinoxalin-2-yl)benzene-1-sulfonamide,,,,
DB12923,,,"5-{[2-(3,4-dimethoxyphenyl)ethyl](methyl)amino}-2-(propan-2-yl)-2-(3,4,5-trimethoxyphenyl)pentanenitrile",||,,,
DB12924,,,"1-cyclopropyl-8-methyl-7-[5-methyl-6-(methylamino)pyridin-3-yl]-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",|||,,,
DB12925,,,"(4R)-2,7,8-triamino-4-(3-bromo-4,5-dimethoxyphenyl)-4H-chromene-3-carbonitrile",,,,
DB12926,,,"7-(2-{[(1R,2S)-1-hydroxy-1-phenylpropan-2-yl]amino}ethyl)-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",,,,
DB12927,,,"7-(2-{[2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]amino}ethyl)-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",,,,
DB12929,,,"1-cyclobutyl-4-[6-(4-fluorophenoxy)pyridine-3-carbonyl]-1,4-diazepane",,,,
DB12930,,,"2-[4-(3-{2-azatricyclo[9.4.0.0^{3,8}]pentadeca-1(15),3,5,7,9,11,13-heptaen-2-yl}propyl)piperazin-1-yl]ethan-1-ol",,,,
DB12931,,,"1-(3-chlorophenyl)-3-(1-methyl-4-oxo-4,5-dihydro-1H-imidazol-2-yl)urea",,,,
DB12933,,,"3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-N-(2-hydroxyethoxy)-5-[(3-oxo-1,2-oxazinan-2-yl)methyl]benzamide",,,,
DB12935,,,"ethyl [(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[5-methyl-1-(propan-2-yl)-4-{[4-(propan-2-yloxy)phenyl]methyl}-1H-pyrazol-3-yl]oxy}oxan-2-yl]methyl carbonate",|,,,
DB12939,,,"(2S)-2-[(2S,3S,4S)-2-amino-4-hydroxy-4-(5-hydroxypyridin-2-yl)-3-methylbutanamido]-2-[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]acetic acid",,,,
DB12941,,,N-[(2S)-1-[3-(3-chloro-4-cyanophenyl)-1H-pyrazol-1-yl]propan-2-yl]-5-(1-hydroxyethyl)-1H-pyrazole-3-carboxamide,|,|,,|||
DB12942,,,"(2S,3R,4R,5R)-4-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}hexane-1,2,3,5,6-pentol",,,,
DB12943,,,,,,,
DB12944,,,"benzene-1,3,5-triol",,,,
DB12945,,,"1,4-dihydrazinylphthalazine",,,,
DB12946,,,"8-cyclopentyl-1,3-dipropyl-2,3,6,9-tetrahydro-1H-purine-2,6-dione",||||,,,
DB12947,,,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methyloxolan-2-yl]-5-fluoro-1,2,3,4-tetrahydropyrimidine-2,4-dione",,,,
DB12948,,,"N,3,4-trihydroxybenzamide",||,,,
DB12949,,,"6-fluoro-N-({1-[(4-hydroxyoxan-4-yl)methyl]piperidin-4-yl}methyl)-3,3-dimethyl-2-oxo-2,3-dihydro-1H-indole-1-carboxamide",,,,
DB12950,,,,,,,
DB12951,,,"4-(2,2-dimethylpropanamido)butanoic acid",,,,
DB12952,,,"(1R,3aS,3bS,5S,9aR,9bS,11aS)-1-hydroxy-1-(2-hydroxyacetyl)-5,9a,11a-trimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-7,10-dione",,,,
DB12954,,,"4-[(E)-({4-[(1E)-[(3-oxo-1,2-oxazolidin-4-yl)imino]methyl]phenyl}methylidene)amino]-1,2-oxazolidin-3-one",,,,
DB12958,,,"dimethyl(3-{9-thia-2,4-diazatricyclo[8.4.0.0^{3,8}]tetradeca-1(14),3(8),4,6,10,12-hexaen-2-yl}propyl)amine",,,,
DB12960,,,"5-{4-[(3S)-4-[(1R,2R)-2-ethoxy-5-(trifluoromethyl)-2,3-dihydro-1H-inden-1-yl]-3-methylpiperazin-1-yl]-4-methylpiperidine-1-carbonyl}-4,6-dimethylpyrimidine",,,,
DB12961,,,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid",||,,,
DB12962,,,"3-[(4-bromo-2,6-difluorophenyl)methoxy]-5-({[4-(pyrrolidin-1-yl)butyl]carbamoyl}amino)-1,2-thiazole-4-carboxamide",,,,
DB12964,,,"1-benzyl-2-(piperazin-1-yl)-1H-1,3-benzodiazole",,,,
DB12965,,,silver,|||,,,
DB12966,,,"N8-(3-chloro-4-fluorophenyl)-N2-(1-methylpiperidin-4-yl)pyrimido[5,4-d][1,3]diazine-2,8-diamine",,,,
DB12967,,,N''-[(E)-[(1E)-1-{[(diaminomethylidene)amino]imino}propan-2-ylidene]amino]guanidine,,,,
DB12969,,,"(1R,2S,3R,4S,5S,6S)-6-methoxycyclohexane-1,2,3,4,5-pentol",,,,
DB12971,,,"2-[7-(2,2-dimethylpropanamido)-4,6-dimethyl-1-octyl-2,3-dihydro-1H-indol-5-yl]acetic acid",,,,
DB12973,,,"3-[(3aR,4R,5S,7aS)-5-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-4-(4-fluorophenyl)-octahydro-1H-isoindol-2-yl]cyclopent-2-en-1-one",,,,
DB12975,,,"4-({7-chloro-2-methoxybenzo[b]1,5-naphthyridin-10-yl}amino)-2,6-bis[(pyrrolidin-1-yl)methyl]phenol",,,,
DB12976,,,,,,,
DB12978,,,"5-({5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl}methyl)-N-{[6-(trifluoromethyl)pyridin-3-yl]methyl}pyridin-2-amine",|||,||||,|,||||
